"Video_Title","Video_Link","Channel_Name","Channel_Link","Total_Views","Publish_Date","Description"
"Women Try Henna Hair Dye • Ladylike","https://www.youtube.com/watch?v=h4qMiUVXNAw","As/Is","https://www.youtube.com/user/BuzzFeedYellow","7.8M views","3 years ago","Women put poop on their hair for the first time."" Check out more awesome videos at BuzzFeedYellow! http://bit.ly/YTbuzzfeedvideo ..."
"DIY TEMPORARY HAIR COLOR | HIGH SLEEK PONYTAIL","https://www.youtube.com/watch?v=guVWdIMFzeA","Bodmon Zaid","https://www.youtube.com/user/flabsofsteal","929K views","3 years ago","PLEASE make sure to take the hair dye poll in the video AND subscribe! xoxox Hair dye spray: ..."
"How to: Blue dip dye, Blue Ombre Hair","https://www.youtube.com/watch?v=spfek3i4UIQ","ItsPandaCore","https://www.youtube.com/user/ItsPandaCore","1M views","6 years ago","The song is: http://www.youtube.com/watch?v=d5gL0hEmbSA Hairdye: https://amzn.to/2DfgVeZ My Equipment: Camera: ..."
"HAIR| How to Dye your Hair with Food Coloring","https://www.youtube.com/watch?v=akSeahQMXtA","TheRayBabyShow","https://www.youtube.com/user/TheRayBabyShow","169K views","8 years ago","a cheaper and less harsh alternative to actual hair dyes, food coloring can be a really fun way to change the color of your hair!"
"TRY DIY Potato Peel As A Natural Hair Dye- REVERSING GREY HAIR? DOES IT WORK? Ft. My Grandma","https://www.youtube.com/watch?v=rSUuLCMylJU","beautyklove","https://www.youtube.com/user/beautyklove","1.9M views","3 years ago","So me and my grandma are very intrigued by this DIY potato hair dye so we decided to try it out if it does work or not. Let me know ..."
"Diy!⎜ Dip Dye With Food Coloring☀","https://www.youtube.com/watch?v=-I1zZnUimis","Peyton Rose","https://www.youtube.com/user/beautybypeytonxo","897K views","5 years ago","Click show more for a hug! Thank you for watching! I hope you enjoyed! Please subscribe and I will love you forever! Twitter ..."
"Beauty Busters: Poop or Woop? Kool Aid Hair Dye!","https://www.youtube.com/watch?v=wwi0sGaMVlQ","Natalies Outlet","https://www.youtube.com/user/nataliesoutlet","3.2M views","3 years ago","Subscribe ➜ http://bit.ly/2cO2fGA WATCH NEXT ➜ http://bit.ly/2rHLvGZ -~-~~-~~~-~~-~- Is it possible to dye your hair with Kool Aid!"
"BACK TO BLACK ! | Dye Bleached Natural Hair Black Within 30 Minutes!","https://www.youtube.com/watch?v=IIpe-A6qjkU","Chev B.","https://www.youtube.com/channel/UCYz8sm_l1cqIVST9iTv2vsA","53K views","1 year ago","I used Creme of Nature intense black permanent hair dye - Application took about 30 minutes - do not wash hair less than 24 ..."
"TRYING THE WATER DYE METHOD FOR THE FIRST TIME !!! EASIEST WAY TO DYE HAIR PASTEL??","https://www.youtube.com/watch?v=vpBY8uWNXqU","Nazjé Noir","https://www.youtube.com/channel/UC978AgSRPAAzewp5oiR_S4Q","182K views","1 year ago","I Decided to try the new dye your hair in water method & it actually worked. ♥♥♥♥♥♥♥♥♥♥ HAIR INFORMATION ..."
"How to Dye Black Hair to Silver Grey l LAVY Hair","https://www.youtube.com/watch?v=olofkLYHGJU","lavy hair","https://www.youtube.com/channel/UCjszp4a1modTyrB93Ycmu1A","42K views","2 years ago","Lavy Hair Christmas Sale 1. Up to 15% off during Dec.18th- Dec.25th 2016 (NY TIME); 2.The first 10 paid orders could ..."
"HOW TO: DIY BALAYAGE - DARK HAIR","https://www.youtube.com/watch?v=r2ztNiKFoKU","somegirljess","https://www.youtube.com/channel/UCzasQlBSuRXvzePW7-TY1AA","1.9M views","2 years ago","My instagram: @somegirljess hey guys! here is a video on how i did Jenna's hair at home, all with stuff i got at Sally's. disclaimer: i ..."
"HOW TO DYE YOUR HAIR WITH DEVELOPER ONLY!!!","https://www.youtube.com/watch?v=iw_KnsgJIxM","Robyn Stephens","https://www.youtube.com/user/EphemeralLights","175K views","2 years ago","Hey guys! In this video I test out dying hair with ONLY DEVELOPER. This means no bleach, color, or anything. Just 30 volume ..."
"DYING MY HAIR RAINBOW! (Again lol)","https://www.youtube.com/watch?v=QHLvG50xM6g","eve frsr","https://www.youtube.com/channel/UCY_Sr229Z-eLVUSh1elI_7w","495K views","2 months ago","HI GUYS! Click this link https://skl.sh/evefrsr to get two months of skillshare for FREE Hope u enjoyed the video :-)"
"How To Dye Your Hair with Kool Aid! | ItsCansu","https://www.youtube.com/watch?v=LfPsgt_GrqU","cansu sanli","https://www.youtube.com/channel/UCYNGFdw0W-wPNg2UixOl6xg","534K views","2 years ago","Like, share, and subscribe! Thanks for watching!"
"HOW I DYE MY HAIR PASTEL PURPLE using Arctic Fox Hair Color! | KristenLeanneStyle","https://www.youtube.com/watch?v=tyHx1jBg_Y0","Kristen Leanne","https://www.youtube.com/user/KristenLeanne8","330K views","2 years ago","I refreshed my hair, so I thought I'd make a tutorial on how I get this gorgeous light pastel lavender shade! using my hair ..."
"How To Dye Natural Hair Crème of Nature Hair Dye (NO BLEACH)","https://www.youtube.com/watch?v=O_fuerhwZrA","lele_iconic","https://www.youtube.com/user/leleloveroffashion4","51K views","1 year ago","Hope you enjoy this tutorial: ) Comment below :) PREVIOUS VIDEO: UPDATE CORNROW TUTORIAL: ..."
"How to dye your hair pink | ASOS Menswear grooming tutorial","https://www.youtube.com/watch?v=VNMRNHNIqbM","ASOSOfficial","https://www.youtube.com/user/ASOSMenswear","141K views","3 years ago","SUBSCRIBE: http://bit.ly/1S1HXVo This season, pink is permeating the menswear game like no other colour and a man's proclivity ..."
"WATCH ME COLOR MY NATURAL (4C) HAIR PINK!!!","https://www.youtube.com/watch?v=0ODgDx_Voek","Onyii Bekeh","https://www.youtube.com/user/sexychocgal","325K views","1 year ago","I HAVE ALWAYS WANTED PINK HAIR.....FINALLY!!!! HOPE YOU ENJOY, TELL ME IF YOU LIKEY IN THE COMMENTS BELOW."
"How to Dye Your Hair Red with Henna","https://www.youtube.com/watch?v=nunoAESTFyw","Silvousplaits","https://www.youtube.com/user/silvousplaits","419K views","5 years ago","I get a lot of comments about my hair color, and a lot of those ask how people can replicate it. Unfortunately it's not feasible to tell ..."
"DYING MY HAIR WITH MARKERS! *Hair Hack*","https://www.youtube.com/watch?v=c1xZTt6EQ_E","Mackenzie Marie","https://www.youtube.com/user/Beauty4Babes","5.5M views","2 months ago","Trying To Dye My Hair With Washable Markers DOES IT WORK? Like & Subscribe Follow Me On Instagram @mackenziemmarie I ..."
"How To Bleach & Dye Hair At Home","https://www.youtube.com/watch?v=cnls4tDAKhs","SashaJay","https://www.youtube.com/user/SexyConfidentNiM","57K views","4 years ago","If you don't know how to bleach or dye your hair yourself I really hope this video helps you! Products Used: Ion Cream Developer ..."
"how to Dye Hair Blue & Grey (two toned) WATER METHOD easy | adore platinum , indigo blue","https://www.youtube.com/watch?v=zH46RtxJpRM","QueennJasmine","https://www.youtube.com/user/JasmineMorgan000","12K views","11 months ago","WATERRR METHODDDDUNSPONSOREDDD VIDEOOO tfyall like my hair???????? omgggggArroganttae inspired hair tutorial 🤟🏾BUSINESS ..."
"​How to make natural hair dye at home  - Tamil Beauty Tv","https://www.youtube.com/watch?v=0VkCufEmxSQ","Tamil Beauty Tv","https://www.youtube.com/channel/UCl2S63RHWxyT-_GIfSYDPOg","760K views","1 year ago","​How to make natural hair dye in tamil - Vellai mudi karupaga - Tamil Beauty Tv Learn more about natural hair dyes and how ..."
"Brunette to Blonde AT HOME With Loreal Platinum Advanced Box Dye | TONING with Wella T14 & Wella T27","https://www.youtube.com/watch?v=klAMofolev4","Julia Zuniga","https://www.youtube.com/channel/UCLhHEsr8IMu8KfhTjQNK16A","414K views","1 year ago","Thank you so much for watching my at home hair transformation from brunette to blonde! Like this video if you got some ideas or ..."
"How To Dye Hair Extensions","https://www.youtube.com/watch?v=rYj1Ha8Plyo","Manda31409","https://www.youtube.com/user/Manda31409","7.8K views","2 years ago","It's been awhile since I have talked about VPFashion on my channel! But after coloring my hair pink, I decided it was time for some ..."
"HOW TO DYE HAIR GREY/SILVER FROM 613 (NO BLEACH, DETAILED TUTORIAL)","https://www.youtube.com/watch?v=tcOLxDz6jAQ","Marilyn  A.","https://www.youtube.com/channel/UCQJE4U3SQIlu67qn7dTSbwQ","55K views","1 year ago","♥♥♥Subscribe♥♥♥https://bit.ly/2J4ofJyHey Loves!In today’s video I am going to show you guys how I achieved this grey ..."
"Natural hair dye to change white hair into black","https://www.youtube.com/watch?v=5z9cQPYuvT4","Go Natural","https://www.youtube.com/channel/UCEX4-zn66LkNKbu9ROwJKDw","624K views","2 years ago","THANKS FOR WATCHING LIKE SHARE SUBSCRIBE."
"How I Dye My Hair Pink","https://www.youtube.com/watch?v=JKlzGIsCO2g","Suzy Osborne","https://www.youtube.com/user/SuzyQ216","568K views","3 years ago","insta, snap, twitter @suzy_osborne suzyosborne.com Products: Manic Panic Cotton Candy Semi-Permanent Dye Manic Panic Hot ..."
"We Tested Nutella Hair Dye Challenge | Try This Challenge | Refinery29","https://www.youtube.com/watch?v=AjBqZWBKAsM","Refinery29","https://www.youtube.com/user/Refinery29TV","1.2M views","2 years ago","Yep, we tried it! ABOUT SERIES Here on Test Lab we're out to explore the possible, impossible, and downright interesting beauty ..."
"How to  Dye Your Hair At Home","https://www.youtube.com/watch?v=5lchKERQSGc","Samantha Ann","https://www.youtube.com/user/newjerseygirl92","164K views","3 years ago","Today I'm showing you how to dye your hair at home with a drugstore box dye - Enjoy! Updated How To Dye Your Hair At Home ..."
"Hair Color How to: Coloring Previously Colored Hair | Vidal Sassoon","https://www.youtube.com/watch?v=hoANiv-wCt0","Vidal Sassoon","https://www.youtube.com/user/vsproseries","62K views","3 years ago","Have you ever colored your hair? In this DIY hair color tutorial, Stuart Ross shows how to apply Vidal Sassoon's hair dye on ..."
"DIY Temporary Highlights & Dip Dye Hair Color Using Crepe Paper-Beautyklove","https://www.youtube.com/watch?v=mfWGv8EfLUA","beautyklove","https://www.youtube.com/user/beautyklove","108K views","3 years ago","Ok, so here is another fun DIY that we are trying out! let me know in the comments down below what more DIY's you want me to try ..."
"Dripping Dye Is The New Way To Color Hair","https://www.youtube.com/watch?v=yf9dyfeFsFg","Beauty Insider","https://www.youtube.com/channel/UCt414Im4PH8seguhsg5_sJg","6M views","1 year ago","Created by hairstylist Taylor Rae, drip dyeing is the daring new way to color your hair. She took her inspiration from videos of ..."
"I Bleached My Hair & Dyed It Honey Brown | Hair Me Out | Refinery29","https://www.youtube.com/watch?v=R4hSbMbDuUE","Refinery29","https://www.youtube.com/user/Refinery29TV","94K views","4 weeks ago","On this episode of Hair Me Out, we follow a young woman as she heads to the salon to highlight her afro. She undergoes a hair ..."
"I ATTEMPTED TO SPLIT DYE MY HAIR","https://www.youtube.com/watch?v=IYonXEE_QHo","Luke Abercrombie","https://www.youtube.com/channel/UC_oEEYJ_7eQ8to3D-TnSsqQ","41K views","1 month ago","so glad to have received my masters in clownery FOLLOW ME ON MY SOCIALS BELOW! Instagram- ..."
"How to Dye Virgin Hair with Box Dye► Dark and Lovely Go Intense Radiant Copper","https://www.youtube.com/watch?v=R9yAKNU8qOs","Rayann410","https://www.youtube.com/user/Rayann410","102K views","3 years ago","Here's How to Dye Virgin Hair with Box Dye using Dark and Lovely Go Intense Radiant Copper. It's super easy to dye virgin hair ..."
"HOW I DYED MY NATURAL HAIR | NO BLEACH | CREME OF NATURE | GINGER BLONDE","https://www.youtube.com/watch?v=BE4gPzlbxlY","Debbs Bjuku","https://www.youtube.com/channel/UCggFgCTKMdUtyTMGEGNej3Q","113K views","1 year ago","Hi loves, I was so bored with my black hair and decided to spice it up a bit. PRODUCTS USED -Creme Of Nature Hair Dye ( 10.01) ..."
"How To Dye Your Hair with Kool-Aid!","https://www.youtube.com/watch?v=iamNTRMzrE4","Melissa Johnson","https://www.youtube.com/user/heymelissaj","333K views","5 years ago","SORRY FOR MY APPEARANCE IT WAS LATE AND I DIDNT HAVE SCHOOL THAT DAY AND IM SORRY If you want to see how ..."
"How to Dye Your Hair With Tea, Coffee or Spices - Hair Dying Made Easy Homemade tips and tricks 2018","https://www.youtube.com/watch?v=97U3Eqsttt4","Health Point","https://www.youtube.com/channel/UCcFPKBZnGHwjkZtg47dM-nw","8.7K views","1 year ago","How to Dye Your Hair With Tea, Coffee or Spices - Hair Dying Made Easy Homemade tips and tricks 2018 Darkening Your Hair: 1."
"DYING MY HAIR PINK","https://www.youtube.com/watch?v=PCxbyNDpXOk","Zane Hijazi","https://www.youtube.com/channel/UCiIFLzjBUX5WpkVqVDVWMTQ","3.5M views","1 year ago","150K likes and i'll dye it whatever color you guys want! WATCH ME DYE MY BEARD PINK HERE!"
"How To: Unicorn Hair! (Temporary Dye) | by tashaleelyn","https://www.youtube.com/watch?v=zyEMLoRi4_E","Tasha Leelyn","https://www.youtube.com/user/THEEtashinator","185K views","4 years ago","NEW VIDEOS TWICE A WEEK! Please Subscribe! Click HERE - http://bit.ly/1jFSVD2 Hey guys! A couple things to note - like I said ..."
"How To:: Color Hair WITHOUT Chemicals | Henna Hair Color","https://www.youtube.com/watch?v=OutNVtY-2-c","EverSoGorgeous","https://www.youtube.com/channel/UCeL0YdKVX6ATbsBl-LDb7gg","627K views","2 years ago","Hiiii!! This is the process that I do to keep my hair color nice and dark. I LOVE this method of coloring my hair because there aren't ..."
"How to: Blonde to BLACK hair (DIY)","https://www.youtube.com/watch?v=aNjC_ahTxwc","Ohhaijenni","https://www.youtube.com/channel/UC64Fr_6kvhj5neozkp8nSZA","42K views","1 year ago","Sooo black is back LOL. I never really liked blonde on me, so in light of recent life changes, I just decided it was time for a physical ..."
"L'Oreal Colorista Review And Demo | I Dyed My Hair Pink","https://www.youtube.com/watch?v=Nkdw90pNHPU","Alyssa Emond","https://www.youtube.com/channel/UCV2IIKW4e9wVgPSZ-Tt4FKA","201K views","12 months ago","Hey Guys!! Today I used The Loreal Colorista To Dye My Hair Pink!! This is a Review And Demo of the product and I can't wait ..."
"How To Dye Hair Black/Jet Black Naturally With Amla Henna And Indigo Powder Without Lemons","https://www.youtube.com/watch?v=40i9xXX4qO4","Praise Onaturals","https://www.youtube.com/channel/UCsryt54mGq3A7eA_wLT3u9A","36K views","1 year ago","How to dye hair at home naturally without dye with Amla powder, henna powder and indigo powder All Natural herbs No ..."
"Does ARCTIC FOX Work On Dark Hair?!","https://www.youtube.com/watch?v=hAL84AwTQGU","Theresa Huaroto","https://www.youtube.com/user/theresahuaroto","600K views","1 year ago","One of the most requested videos ever!! I love hearing your suggestions for new videos so definitely leave any requests you may ..."
"QUICK&EASY HOW TO DYE HAIR FROM RED TO BLACK","https://www.youtube.com/watch?v=-pAUKGR7cbc","CandyApple Momo","https://www.youtube.com/channel/UC6KGTy06kKD46feOffyvq-g","10K views","2 years ago","In this tutorial I explained and demonstrate how to dye hair. If you want a more detailed tutorial I did one in the past and I will leave ..."
"How To Dye Your Hair From Dark To Red WITHOUT BLEACH | L'oreal HiColor","https://www.youtube.com/watch?v=PeZ6DIUrTAQ","Tolu Akinyemi","https://www.youtube.com/channel/UCqIXkSjQuMT3yjG3rESYa0w","149K views","2 years ago","Hi Loves!!! If you're reading this, I hope something good happens to you today!! I'm back which another hair tutorial and this time ..."
"How To Dye Hair Red WITHOUT BLEACH ! | Ft Lace Grip Glue | Sam iam","https://www.youtube.com/watch?v=NCRzcSua3ww","Sam iam","https://www.youtube.com/user/sammiesoJUICYY","119K views","2 months ago","Anymore video suggestions, questions or tips? Please feel free to drop comments below ! Don't forget to like comment and ..."
"How to Dye Bundles: RED Ombré - WowAfrican ""Funmi"" Hair","https://www.youtube.com/watch?v=ZduWQq1tTfU","RAVEN ELYSE","https://www.youtube.com/user/RavenElyseTV","103K views","4 years ago","See how I dyed my bundles red ombre using WowAfrican Funmi Hair. YAYYY IT'S #WOWAFRICANWEDNESDAY ----LINKS---- ..."
"How To: DIY Pink Dip-Dye Hair","https://www.youtube.com/watch?v=2pFZPWx_OGo","Sally Beauty","https://www.youtube.com/user/sallybeautysupply","45K views","1 year ago","Take your look from basic brown to on-trend wow with pink dip-dye hair! All you need is bleach, developer, pink semi-permanent ..."
"Easy Way To Dye Hair Extensions Pastel + Applying Clip On Extensions | Vpfashion","https://www.youtube.com/watch?v=cweP4Nhow_M","Petra H","https://www.youtube.com/channel/UCohvFLmCjzp79K5vVhH_Ojg","542 views","8 months ago","Finally a new hair dyeing video! I hope you like it ♥VPFashion hair extensions:https://www.vpfashion.com/white-blonde-diy ..."
"HOW TO | DYE BURNT ORANGE/GINGER HAIR TUTORIAL | Teyana Taylor/SZA insired | Kiitana","https://www.youtube.com/watch?v=vjhqug0nLFA","Kiitanaxo","https://www.youtube.com/user/kiitanaxo","33K views","1 year ago","Hey y'all! I know I've been a bit MIA ( life update coming soon!) but Ive been getting alot of requests on my instagram about how to ..."
"How to Dye Your Hair With Kool-Aid | thecoolios","https://www.youtube.com/watch?v=u6ZES2alo3I","Nava Hannah","https://www.youtube.com/user/thecoolios","613K views","7 years ago","Enjoy! (Important Additional Info Below!) Ingredients/Supplies Needed: 2 Unsweetened Kool-Aid Packets (I used 2 for one streak ..."
"HOW TO DYE HAIR SLIME GREEN IN SECONDS! | WATERCOLOR METHOD 2019","https://www.youtube.com/watch?v=b2V2YbN-300","Jasmyn Destine","https://www.youtube.com/channel/UCdwQH9oe8c5t48jE5X5KNYA","3K views","8 months ago","OPEN ME! Let's stay connected!! MUSIC: I do not own the rights to this music. Check out the artist here: ..."
"HOW TO : Dye Hair Extensions At Home | From Blonde to Dark Brown | Irresistable Me Hair Extensions","https://www.youtube.com/watch?v=lcKjnuj6zZ8","Stacey Castanha","https://www.youtube.com/user/StaceysNailCandies","6.1K views","3 years ago","Hair Extensions used: http://bit.ly/IM_Hair1880 If you plan to buy use my code ""IrresistibleStacey"" for 10% discount. ♥ ♥♥ LIKE ..."
"♡ How To Dye Your Hair Copper Red ♡  (From Medium-Dark Brown)","https://www.youtube.com/watch?v=u1OYl4UF2Ds","Ashton Keaton","https://www.youtube.com/user/ashtonkeaton","304K views","3 years ago","Hey loves!♡ I hope you enjoyed the video! I love the results! Please dont forget to comment, like, subscribe and follow me on all ..."
"The Benefits of Dying Your Natural Hair Black -- Clairol Textures & Tones Hair Dye Review","https://www.youtube.com/watch?v=HPFHrWfPx2o","Glam Camm","https://www.youtube.com/channel/UCPwk4qoFlJ6IsToedvHnZXA","7.1K views","4 months ago","Trying Clairol's Textures & Tones Hair Dye! Is it really designed with African American hair in mind?? Like, comment, & subscribe ..."
"DIY: How To Dye Synthetic Hair","https://www.youtube.com/watch?v=aXJgOtjr0o8","Afropunkie","https://www.youtube.com/channel/UCSy7CE5-KpGqMd7X7JAWr4Q","258K views","5 years ago","NEW INSTAGRAM!!: @afropunkie This is a quick tutorial on how to dye synthetic hair. I created an ombre on 2 packs of outre ..."
"SLIME GREEN! WATER COLOR METHOD | EASIST WAY TO DYE HAIR AT HOME | WESTKISS","https://www.youtube.com/watch?v=6hwTd2Wf5Aw","Ashley Bedeck","https://www.youtube.com/channel/UCBNmpyNc3k_ZFGcLGRX3DtQ","9.6K views","12 months ago","Please Subscribe: https://goo.gl/i1Ah4UDirect Link : http://bit.ly/2NIh4axNew Arrival Wig special Deals 51% Off : http ..."
"How to Dye Your Hair Purple (NO BLEACH)!!!!","https://www.youtube.com/watch?v=Fni4GlliIf0","DyeYoung","https://www.youtube.com/user/GrlInTheSkellyPjamas","2.1M views","6 years ago","Subscribe! ▻DyeYoung - https://www.youtube.com/GrlInTheSkellyPjamas ▻My Second Channel ..."
"Henna hair dye to get darker hair color | patanjali kesh kanti herbal henna","https://www.youtube.com/watch?v=brKsCt39wCQ","MySuperways","https://www.youtube.com/channel/UCEn0okliiDAW7U2zEVpv2GQ","2.1M views","2 years ago","Henna - natural hair dye | How to make henna paste for darker hair color | Henna hair dye on natural hair | Henna hair dye dark ..."
"Pros + Cons | Should You Color Dye Your Natural Hair | HONEST Thoughts","https://www.youtube.com/watch?v=aJhAlNgM7iA","Naptural85","https://www.youtube.com/user/Naptural85","196K views","4 years ago","HD ME!! I'm in 1080! Thinking about coloring dying your natural hair? In this video, I give you my raw and honest thoughts about ..."
"How to color/ dye your hair at home","https://www.youtube.com/watch?v=HEDvp5FoDvo","Kay K","https://www.youtube.com/user/sheebakay","145K views","4 years ago","sheeba.kay on Insta @KaySheeba on Twitter. Come say hi fellas! Hi all :) I share how to color greying hair at home, you can also ..."
"BROWN to ASH BLONDE hair (dying at home)","https://www.youtube.com/watch?v=1n7WgIpLClQ","Annamária","https://www.youtube.com/channel/UCrkfKA3aqVho_ui7AKk-Y6g","340K views","10 months ago","Life As An Introvert: https://www.youtube.com/watch?v=kqpz2khTBOA&t=16s my hair got extremely brassy so I got it fixed here ..."
"BIGEN HAIR DYE TUTORIAL | BY WILL PEREZ","https://www.youtube.com/watch?v=3I-DGzky508","Will Perez","https://www.youtube.com/channel/UC74r3No4a2r7m0FNgymZNwQ","1.9M views","3 years ago","http://www.willperezjr.com/"
"How To NOT Dye Your Hair/Arctic Fox Hair Color Review","https://www.youtube.com/watch?v=xWkdHEzTCx8","ImogenHearts","https://www.youtube.com/user/ImogenHearts","146K views","2 years ago","This hair dye was not sent to me, it was purchased with my own monies! lol, just an fyi. If you would like some Arctic Fox Hair Dye ..."
"Change Your Hair Color WITHOUT DYE Hair Hack | Maryam Maquillage","https://www.youtube.com/watch?v=vyKhfiXUm2A","Maryam Maquillage","https://www.youtube.com/user/MaryamMaquillage","217K views","2 years ago","Hey beauties! I can't express to you how excited I am about this video! Everyone's been asking me how I change up my hair as ..."
"How to Black & Blue Ombre / Dip Dye Your Hair","https://www.youtube.com/watch?v=sGDUa57Nh_U","Influenster","https://www.youtube.com/user/Influenster","153K views","3 years ago","Get salon-quality hair color from the comfort of your home! Press play to see a hair dye tutorial from Influenster Co-Founder ..."
"HENNA FOR GRAY | How to Cover Gray Hair Naturally","https://www.youtube.com/watch?v=aW6UQADwPw0","Tori Daniels","https://www.youtube.com/channel/UCCkpR3-3HDbqfbw4DE6y84g","143K views","1 year ago","In this video, my mom is helping me show you how to cover gray with henna, and it looks great! She has naturally dark hair but ..."
"Dying Hair in FIVE MINUTES!? | Water Color Hair Dye Method | Ali Pearl Hair | Dionne Charmae","https://www.youtube.com/watch?v=mVfvlLkQ3Zo","Dionne.Charmae","https://www.youtube.com/user/CharMayy","274K views","1 year ago","Hey Y'all !! So this video will be me trying out the water color hair dye method. I decided to dye my 613 from Ali Pearl blue ..."
"How to Dye Your Hair from Black to Brown l Revlon Light Ash Blonde Dye on Black Hair","https://www.youtube.com/watch?v=vbTLVNIi0GA","x3Thuha","https://www.youtube.com/user/x3Haha","1.2M views","8 years ago","In this hair dye coloring tutorial, I'll show you how to dye your hair from black to brown without bleach. I'm using Revlon Colorsilk ..."
"Learn to dye your hair in 5 minutes!! Just For Men hair color","https://www.youtube.com/watch?v=QYz-URdF-ic","Weird Health News","https://www.youtube.com/user/JeroDaviesHawaii","490K views","6 years ago","Do you have grey hair you want to dye? Maybe you just want to change your hair color! Watch me and learn how to do it in this ..."
"How to: Dye hair dark violet Purple K-Pak Color Wild Orchid JOICO","https://www.youtube.com/watch?v=cmkt2t_zrEM","Tarissa Rinier","https://www.youtube.com/user/TarissaGesner","40K views","5 years ago","Subscribe for new videos every Sunday and Wednesday! Todays video is a tutorial on how to get dark violet purple hair using 4FV ..."
"How To Dye Hair With JUST Shampoo!!","https://www.youtube.com/watch?v=94Vc1qtYOZw","2Jam4u","https://www.youtube.com/user/TheMillaNic","19K views","1 year ago","Seriously I just used Shimmer Lights toning shampoo to get periwinkle hair!!! Forgot to mention that I left the hair to soak with the ..."
"How To Dye Your Hair Silver / Gray | OffbeatLook","https://www.youtube.com/watch?v=uGnn_XW6kY0","OffbeatLook - Beauty and Lifestyle with Camille","https://www.youtube.com/user/OffbeatLook","921K views","4 years ago","Hey guys! I know you have all waited like an entire year for this tutorial and I'm sorry for being such a slacker *says in the voice of ..."
"SPLIT HAIR DYE | BLUE & AQUA","https://www.youtube.com/watch?v=dy3R533LwkQ","Aka Aislinn","https://www.youtube.com/channel/UCHHrLsUxfxp7MPD_LdYPh3g","163K views","10 months ago","Subscribe❤️️** IT WAS TIME TO DO ABBYS HAIR...AGIAN. WE ARE IN LOVE WITH THIS COLOR! WHAT DO YOU GUYS ..."
"HAIRDRESSER REACTS TO HENNA HAIR COLOR!","https://www.youtube.com/watch?v=KWJUgn9R75g","Brad Mondo","https://www.youtube.com/channel/UCoc_XJPj6YLMQDWtPDQcDtA","3.2M views","5 months ago","Hi Beautiful! Today we dive into the world of henna hair coloring. It's definitely a veryyyy interesting way to color your hair."
"Amazing Hair Color Transformation|Dying my hair LIME Green💚Pink hair Blue hair Purple hair Tutorial","https://www.youtube.com/watch?v=x9z7oWk-ySo","miya march","https://www.youtube.com/channel/UC8KG0FM-IhlexCsrmgdkNzg","501K views","1 year ago","Hello ladies & gentlemen✨ I'm back with another bomb hair video. && this time we're getting colorful. This video is showing how I ..."
"How to Lighten Hair Dyed Too Dark - Hair Dye Tutorial","https://www.youtube.com/watch?v=3ew_mtteV3Q","WaysAndHow","https://www.youtube.com/user/waysandhow","132K views","4 years ago","http://www.waysandhow.com Hair dye tutorial. Is your hair too dark and you're looking for ways to lighten it? Watch this video to ..."
"My Henna Hair ♥ Henna Hair Dye Routine 4 Year Update","https://www.youtube.com/watch?v=ROPSP15BNkU","Katrinaosity","https://www.youtube.com/user/Katrinaosity","260K views","3 years ago","Here is my much requested update on my henna hair dye and root touch up routine, and directions on how to dye your own hair ..."
"How to Dye Your Hair With Kool Aid – or Using Ion Color Brilliance","https://www.youtube.com/watch?v=9iTg4GTneUk","Classy Cheapskate","https://www.youtube.com/user/MrNathanJay","75K views","1 year ago","Find out how to dye your hair using Kool Aid in this short video tutorial. Also, find out if Ion Color Brilliance is a better fit for you or ..."
"Drugstore Dye Job ~ How to Dye your Hair Blonde AT HOME ~ #Discount June","https://www.youtube.com/watch?v=Lh0MSJ4Ly3Q","Abby O'Keefe","https://www.youtube.com/user/ColorSweptBeauty","174K views","6 years ago","open me for everything fun* WELCOME TO DISCOUNT JUNE! SO EXCITED FOR THIS MONTH OF DRUGSTORE MAKEUP ..."
"DIY Natural Vegan PINK Beet Juice Temporary Hair Color Tutorial","https://www.youtube.com/watch?v=dmVGdtHzdf8","Balanced Belle","https://www.youtube.com/user/shugahrushed","191K views","5 years ago","3/31/18 NEW! UPDATED TUTORIAL FOR BROWN HAIR HERE! : https://www.youtube.com/watch?v=DqJJGVSwhEI Update will ..."
"How To Colour Your Hair Naturally At Home - 100 % Natural Burgundy Colour With Henna | PRIYA MALIK","https://www.youtube.com/watch?v=SX5RqZ_8tb4","Priya Malik","https://www.youtube.com/user/RANI9797","5.7M views","1 year ago","In this video, I am sharing How To Colour Your Hair Naturally At Home. Many peoples wants to colour their hair with extra ..."
"How To Dye: Golden Honey Brown ft. UNice Hair","https://www.youtube.com/watch?v=Crdspzc1s04","Zoe Alexondra","https://www.youtube.com/channel/UCokbv4RvRHxwbwuoyxnQvCQ","220K views","2 years ago","Subscribe! Hope you all enjoyed and this video helped you all out! If you would like more dye tutorials please let me know!"
"HOW TO: SILVER HAIR WITH ION TITANIUM DYE","https://www.youtube.com/watch?v=lLEmffUyiaA","Haily's Comet","https://www.youtube.com/channel/UC9RCsKCaR1LZLypS4NUya6g","540K views","3 years ago","Follow my social media! Instagram: hailys_comett https://www.instagram.com/hailys_comett/ Twitter: hailys_comett ..."
